year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2018,F,Wholesale Trade,b_1-5,"Sales, government funding, grants and subsidies",9127,DOLLARS(millions)
2018,F,Wholesale Trade,b_1-5,Total income,9174,DOLLARS(millions)
2018,F,Wholesale Trade,b_1-5,Total expenditure,8759,DOLLARS(millions)
2018,F,Wholesale Trade,b_1-5,Operating profit before tax,472,DOLLARS(millions)
2018,F,Wholesale Trade,b_1-5,Total assets,4811,DOLLARS(millions)
2018,F,Wholesale Trade,b_1-5,Fixed tangible assets,514,DOLLARS(millions)
2018,F,Wholesale Trade,c_6-9,Activity unit,1299,COUNT
2018,F,Wholesale Trade,c_6-9,Rolling mean employees,9309,COUNT
2018,F,Wholesale Trade,c_6-9,Salaries and wages paid,575,DOLLARS(millions)
2018,F,Wholesale Trade,c_6-9,"Sales, government funding, grants and subsidies",5104,DOLLARS(millions)
2018,F,Wholesale Trade,c_6-9,Total income,5148,DOLLARS(millions)
2018,F,Wholesale Trade,c_6-9,Total expenditure,4805,DOLLARS(millions)
2018,F,Wholesale Trade,c_6-9,Operating profit before tax,409,DOLLARS(millions)
2018,F,Wholesale Trade,c_6-9,Total assets,2631,DOLLARS(millions)
2018,F,Wholesale Trade,c_6-9,Fixed tangible assets,216,DOLLARS(millions)
2018,F,Wholesale Trade,d_10-19,Activity unit,1059,COUNT
2018,F,Wholesale Trade,d_10-19,Rolling mean employees,14265,COUNT
2018,F,Wholesale Trade,d_10-19,Salaries and wages paid,901,DOLLARS(millions)
2018,F,Wholesale Trade,d_10-19,"Sales, government funding, grants and subsidies",9596,DOLLARS(millions)
2018,F,Wholesale Trade,d_10-19,Total income,9668,DOLLARS(millions)
2018,F,Wholesale Trade,d_10-19,Total expenditure,9150,DOLLARS(millions)
2018,F,Wholesale Trade,d_10-19,Operating profit before tax,641,DOLLARS(millions)
2018,F,Wholesale Trade,d_10-19,Total assets,5132,DOLLARS(millions)
2018,F,Wholesale Trade,d_10-19,Fixed tangible assets,484,DOLLARS(millions)
2018,F,Wholesale Trade,e_20-49,Activity unit,732,COUNT
2018,F,Wholesale Trade,e_20-49,Rolling mean employees,22071,COUNT
2018,F,Wholesale Trade,e_20-49,Salaries and wages paid,1553,DOLLARS(millions)
2018,F,Wholesale Trade,e_20-49,"Sales, government funding, grants and subsidies",16782,DOLLARS(millions)
2018,F,Wholesale Trade,e_20-49,Total income,16864,DOLLARS(millions)
2018,F,Wholesale Trade,e_20-49,Total expenditure,16247,DOLLARS(millions)
2018,F,Wholesale Trade,e_20-49,Operating profit before tax,922,DOLLARS(millions)
2018,F,Wholesale Trade,e_20-49,Total assets,8736,DOLLARS(millions)
2018,F,Wholesale Trade,e_20-49,Fixed tangible assets,875,DOLLARS(millions)
2018,F,Wholesale Trade,f_50-99,Activity unit,231,COUNT
2018,F,Wholesale Trade,f_50-99,Rolling mean employees,15777,COUNT
2018,F,Wholesale Trade,f_50-99,Salaries and wages paid,1049,DOLLARS(millions)
2018,F,Wholesale Trade,f_50-99,"Sales, government funding, grants and subsidies",13661,DOLLARS(millions)
2018,F,Wholesale Trade,f_50-99,Total income,13733,DOLLARS(millions)
2018,F,Wholesale Trade,f_50-99,Total expenditure,13399,DOLLARS(millions)
2018,F,Wholesale Trade,f_50-99,Operating profit before tax,639,DOLLARS(millions)
2018,F,Wholesale Trade,f_50-99,Total assets,7246,DOLLARS(millions)
2018,F,Wholesale Trade,f_50-99,Fixed tangible assets,712,DOLLARS(millions)
2018,F,Wholesale Trade,g_100-199,Activity unit,81,COUNT
2018,F,Wholesale Trade,g_100-199,Rolling mean employees,11097,COUNT
2018,F,Wholesale Trade,g_100-199,Salaries and wages paid,766,DOLLARS(millions)
2018,F,Wholesale Trade,g_100-199,"Sales, government funding, grants and subsidies",7638,DOLLARS(millions)
2018,F,Wholesale Trade,g_100-199,Total income,7798,DOLLARS(millions)
2018,F,Wholesale Trade,g_100-199,Total expenditure,7534,DOLLARS(millions)
2018,F,Wholesale Trade,g_100-199,Operating profit before tax,343,DOLLARS(millions)
2018,F,Wholesale Trade,g_100-199,Total assets,4531,DOLLARS(millions)
2018,F,Wholesale Trade,g_100-199,Fixed tangible assets,389,DOLLARS(millions)
2018,F,Wholesale Trade,h_200+,Activity unit,51,COUNT
2018,F,Wholesale Trade,h_200+,Rolling mean employees,27366,COUNT
2018,F,Wholesale Trade,h_200+,Salaries and wages paid,1826,DOLLARS(millions)
2018,F,Wholesale Trade,h_200+,"Sales, government funding, grants and subsidies",34120,DOLLARS(millions)
2018,F,Wholesale Trade,h_200+,Total income,34308,DOLLARS(millions)
2018,F,Wholesale Trade,h_200+,Total expenditure,33751,DOLLARS(millions)
2018,F,Wholesale Trade,h_200+,Operating profit before tax,834,DOLLARS(millions)
2018,F,Wholesale Trade,h_200+,Total assets,12274,DOLLARS(millions)
2018,F,Wholesale Trade,h_200+,Fixed tangible assets,1751,DOLLARS(millions)
2018,F,Wholesale Trade,i_Industry_Total,Activity unit,17208,COUNT
2018,F,Wholesale Trade,i_Industry_Total,Rolling mean employees,111975,COUNT
2018,F,Wholesale Trade,i_Industry_Total,Salaries and wages paid,7858,DOLLARS(millions)
2018,F,Wholesale Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",103857,DOLLARS(millions)
2018,F,Wholesale Trade,i_Industry_Total,Total income,104602,DOLLARS(millions)
2018,F,Wholesale Trade,i_Industry_Total,Total expenditure,101068,DOLLARS(millions)
2018,F,Wholesale Trade,i_Industry_Total,Operating profit before tax,4800,DOLLARS(millions)
2018,F,Wholesale Trade,i_Industry_Total,Total assets,50748,DOLLARS(millions)
2018,F,Wholesale Trade,i_Industry_Total,Fixed tangible assets,6110,DOLLARS(millions)
2018,G,Retail Trade,a_0,Activity unit,11562,COUNT
2018,G,Retail Trade,a_0,Rolling mean employees,0,COUNT
2018,G,Retail Trade,a_0,Salaries and wages paid,405,DOLLARS(millions)
2018,G,Retail Trade,a_0,"Sales, government funding, grants and subsidies",4321,DOLLARS(millions)
2018,G,Retail Trade,a_0,Total income,4360,DOLLARS(millions)
2018,G,Retail Trade,a_0,Total expenditure,4153,DOLLARS(millions)
2018,G,Retail Trade,a_0,Operating profit before tax,221,DOLLARS(millions)
2018,G,Retail Trade,a_0,Total assets,2999,DOLLARS(millions)
2018,G,Retail Trade,a_0,Fixed tangible assets,1033,DOLLARS(millions)
2018,G,Retail Trade,b_1-5,Activity unit,10695,COUNT
2018,G,Retail Trade,b_1-5,Rolling mean employees,24318,COUNT
2018,G,Retail Trade,b_1-5,Salaries and wages paid,983,DOLLARS(millions)
2018,G,Retail Trade,b_1-5,"Sales, government funding, grants and subsidies",8012,DOLLARS(millions)
2018,G,Retail Trade,b_1-5,Total income,8044,DOLLARS(millions)
2018,G,Retail Trade,b_1-5,Total expenditure,7842,DOLLARS(millions)
2018,G,Retail Trade,b_1-5,Operating profit before tax,211,DOLLARS(millions)
2018,G,Retail Trade,b_1-5,Total assets,3619,DOLLARS(millions)
2018,G,Retail Trade,b_1-5,Fixed tangible assets,671,DOLLARS(millions)
2018,G,Retail Trade,c_6-9,Activity unit,2322,COUNT
2018,G,Retail Trade,c_6-9,Rolling mean employees,16704,COUNT
2018,G,Retail Trade,c_6-9,Salaries and wages paid,653,DOLLARS(millions)
2018,G,Retail Trade,c_6-9,"Sales, government funding, grants and subsidies",4617,DOLLARS(millions)
2018,G,Retail Trade,c_6-9,Total income,4636,DOLLARS(millions)
2018,G,Retail Trade,c_6-9,Total expenditure,4482,DOLLARS(millions)
2018,G,Retail Trade,c_6-9,Operating profit before tax,188,DOLLARS(millions)
2018,G,Retail Trade,c_6-9,Total assets,1694,DOLLARS(millions)
2018,G,Retail Trade,c_6-9,Fixed tangible assets,292,DOLLARS(millions)
2018,G,Retail Trade,d_10-19,Activity unit,1734,COUNT
2018,G,Retail Trade,d_10-19,Rolling mean employees,23187,COUNT
2018,G,Retail Trade,d_10-19,Salaries and wages paid,875,DOLLARS(millions)
2018,G,Retail Trade,d_10-19,"Sales, government funding, grants and subsidies",7197,DOLLARS(millions)
2018,G,Retail Trade,d_10-19,Total income,7218,DOLLARS(millions)
2018,G,Retail Trade,d_10-19,Total expenditure,6923,DOLLARS(millions)
2018,G,Retail Trade,d_10-19,Operating profit before tax,366,DOLLARS(millions)
2018,G,Retail Trade,d_10-19,Total assets,2514,DOLLARS(millions)
2018,G,Retail Trade,d_10-19,Fixed tangible assets,410,DOLLARS(millions)
2018,G,Retail Trade,e_20-49,Activity unit,741,COUNT
2018,G,Retail Trade,e_20-49,Rolling mean employees,21282,COUNT
2018,G,Retail Trade,e_20-49,Salaries and wages paid,877,DOLLARS(millions)
2018,G,Retail Trade,e_20-49,"Sales, government funding, grants and subsidies",8866,DOLLARS(millions)
2018,G,Retail Trade,e_20-49,Total income,8909,DOLLARS(millions)
2018,G,Retail Trade,e_20-49,Total expenditure,8616,DOLLARS(millions)
2018,G,Retail Trade,e_20-49,Operating profit before tax,399,DOLLARS(millions)
2018,G,Retail Trade,e_20-49,Total assets,2898,DOLLARS(millions)
2018,G,Retail Trade,e_20-49,Fixed tangible assets,503,DOLLARS(millions)
2018,G,Retail Trade,f_50-99,Activity unit,258,COUNT
2018,G,Retail Trade,f_50-99,Rolling mean employees,18681,COUNT
2018,G,Retail Trade,f_50-99,Salaries and wages paid,698,DOLLARS(millions)
2018,G,Retail Trade,f_50-99,"Sales, government funding, grants and subsidies",6769,DOLLARS(millions)
2018,G,Retail Trade,f_50-99,Total income,6787,DOLLARS(millions)
2018,G,Retail Trade,f_50-99,Total expenditure,6657,DOLLARS(millions)
2018,G,Retail Trade,f_50-99,Operating profit before tax,256,DOLLARS(millions)
2018,G,Retail Trade,f_50-99,Total assets,2027,DOLLARS(millions)
2018,G,Retail Trade,f_50-99,Fixed tangible assets,326,DOLLARS(millions)
2018,G,Retail Trade,g_100-199,Activity unit,186,COUNT
2018,G,Retail Trade,g_100-199,Rolling mean employees,26577,COUNT
2018,G,Retail Trade,g_100-199,Salaries and wages paid,986,DOLLARS(millions)
2018,G,Retail Trade,g_100-199,"Sales, government funding, grants and subsidies",9586,DOLLARS(millions)
2018,G,Retail Trade,g_100-199,Total income,9623,DOLLARS(millions)
2018,G,Retail Trade,g_100-199,Total expenditure,9331,DOLLARS(millions)
2018,G,Retail Trade,g_100-199,Operating profit before tax,331,DOLLARS(millions)
2018,G,Retail Trade,g_100-199,Total assets,2882,DOLLARS(millions)
2018,G,Retail Trade,g_100-199,Fixed tangible assets,616,DOLLARS(millions)
2018,G,Retail Trade,h_200+,Activity unit,129,COUNT
2018,G,Retail Trade,h_200+,Rolling mean employees,83184,COUNT
2018,G,Retail Trade,h_200+,Salaries and wages paid,2985,DOLLARS(millions)
2018,G,Retail Trade,h_200+,"Sales, government funding, grants and subsidies",24875,DOLLARS(millions)
2018,G,Retail Trade,h_200+,Total income,24981,DOLLARS(millions)
2018,G,Retail Trade,h_200+,Total expenditure,23949,DOLLARS(millions)
2018,G,Retail Trade,h_200+,Operating profit before tax,1146,DOLLARS(millions)
2018,G,Retail Trade,h_200+,Total assets,10107,DOLLARS(millions)
2018,G,Retail Trade,h_200+,Fixed tangible assets,2194,DOLLARS(millions)
2018,G,Retail Trade,i_Industry_Total,Activity unit,27624,COUNT
2018,G,Retail Trade,i_Industry_Total,Rolling mean employees,213930,COUNT
2018,G,Retail Trade,i_Industry_Total,Salaries and wages paid,8462,DOLLARS(millions)
2018,G,Retail Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",74242,DOLLARS(millions)
2018,G,Retail Trade,i_Industry_Total,Total income,74559,DOLLARS(millions)
2018,G,Retail Trade,i_Industry_Total,Total expenditure,71953,DOLLARS(millions)
2018,G,Retail Trade,i_Industry_Total,Operating profit before tax,3117,DOLLARS(millions)
2018,G,Retail Trade,i_Industry_Total,Total assets,28740,DOLLARS(millions)
2018,G,Retail Trade,i_Industry_Total,Fixed tangible assets,6045,DOLLARS(millions)
2018,H,Accommodation and Food Services,a_0,Activity unit,6402,COUNT
2018,H,Accommodation and Food Services,a_0,Rolling mean employees,0,COUNT
2018,H,Accommodation and Food Services,a_0,Salaries and wages paid,201,DOLLARS(millions)
2018,H,Accommodation and Food Services,a_0,"Sales, government funding, grants and subsidies",1093,DOLLARS(millions)
2018,H,Accommodation and Food Services,a_0,Total income,1148,DOLLARS(millions)
2018,H,Accommodation and Food Services,a_0,Total expenditure,1014,DOLLARS(millions)
2018,H,Accommodation and Food Services,a_0,Operating profit before tax,108,DOLLARS(millions)
2018,H,Accommodation and Food Services,a_0,Total assets,3234,DOLLARS(millions)
2018,H,Accommodation and Food Services,a_0,Fixed tangible assets,2290,DOLLARS(millions)
2018,H,Accommodation and Food Services,b_1-5,Activity unit,8373,COUNT
2018,H,Accommodation and Food Services,b_1-5,Rolling mean employees,21093,COUNT
2018,H,Accommodation and Food Services,b_1-5,Salaries and wages paid,558,DOLLARS(millions)
2018,H,Accommodation and Food Services,b_1-5,"Sales, government funding, grants and subsidies",2290,DOLLARS(millions)
2018,H,Accommodation and Food Services,b_1-5,Total income,2332,DOLLARS(millions)
2018,H,Accommodation and Food Services,b_1-5,Total expenditure,2210,DOLLARS(millions)
2018,H,Accommodation and Food Services,b_1-5,Operating profit before tax,100,DOLLARS(millions)
2018,H,Accommodation and Food Services,b_1-5,Total assets,2372,DOLLARS(millions)
2018,H,Accommodation and Food Services,b_1-5,Fixed tangible assets,1371,DOLLARS(millions)
2018,H,Accommodation and Food Services,c_6-9,Activity unit,2889,COUNT
2018,H,Accommodation and Food Services,c_6-9,Rolling mean employees,20895,COUNT
2018,H,Accommodation and Food Services,c_6-9,Salaries and wages paid,515,DOLLARS(millions)
2018,H,Accommodation and Food Services,c_6-9,"Sales, government funding, grants and subsidies",1626,DOLLARS(millions)
2018,H,Accommodation and Food Services,c_6-9,Total income,1645,DOLLARS(millions)
2018,H,Accommodation and Food Services,c_6-9,Total expenditure,1599,DOLLARS(millions)
2018,H,Accommodation and Food Services,c_6-9,Operating profit before tax,37,DOLLARS(millions)
2018,H,Accommodation and Food Services,c_6-9,Total assets,1216,DOLLARS(millions)
2018,H,Accommodation and Food Services,c_6-9,Fixed tangible assets,588,DOLLARS(millions)
2018,H,Accommodation and Food Services,d_10-19,Activity unit,2700,COUNT
2018,H,Accommodation and Food Services,d_10-19,Rolling mean employees,36228,COUNT
2018,H,Accommodation and Food Services,d_10-19,Salaries and wages paid,914,DOLLARS(millions)
2018,H,Accommodation and Food Services,d_10-19,"Sales, government funding, grants and subsidies",2676,DOLLARS(millions)
2018,H,Accommodation and Food Services,d_10-19,Total income,2694,DOLLARS(millions)
2018,H,Accommodation and Food Services,d_10-19,Total expenditure,2598,DOLLARS(millions)
2018,H,Accommodation and Food Services,d_10-19,Operating profit before tax,90,DOLLARS(millions)
2018,H,Accommodation and Food Services,d_10-19,Total assets,1706,DOLLARS(millions)
2018,H,Accommodation and Food Services,d_10-19,Fixed tangible assets,944,DOLLARS(millions)
2018,H,Accommodation and Food Services,e_20-49,Activity unit,1239,COUNT
2018,H,Accommodation and Food Services,e_20-49,Rolling mean employees,34539,COUNT
2018,H,Accommodation and Food Services,e_20-49,Salaries and wages paid,915,DOLLARS(millions)
2018,H,Accommodation and Food Services,e_20-49,"Sales, government funding, grants and subsidies",2717,DOLLARS(millions)
2018,H,Accommodation and Food Services,e_20-49,Total income,2751,DOLLARS(millions)
2018,H,Accommodation and Food Services,e_20-49,Total expenditure,2587,DOLLARS(millions)
2018,H,Accommodation and Food Services,e_20-49,Operating profit before tax,158,DOLLARS(millions)
2018,H,Accommodation and Food Services,e_20-49,Total assets,1976,DOLLARS(millions)
2018,H,Accommodation and Food Services,e_20-49,Fixed tangible assets,1161,DOLLARS(millions)
2018,H,Accommodation and Food Services,f_50-99,Activity unit,204,COUNT
2018,H,Accommodation and Food Services,f_50-99,Rolling mean employees,13854,COUNT
2018,H,Accommodation and Food Services,f_50-99,Salaries and wages paid,391,DOLLARS(millions)
2018,H,Accommodation and Food Services,f_50-99,"Sales, government funding, grants and subsidies",1237,DOLLARS(millions)
2018,H,Accommodation and Food Services,f_50-99,Total income,1260,DOLLARS(millions)
2018,H,Accommodation and Food Services,f_50-99,Total expenditure,1164,DOLLARS(millions)
2018,H,Accommodation and Food Services,f_50-99,Operating profit before tax,99,DOLLARS(millions)
2018,H,Accommodation and Food Services,f_50-99,Total assets,1346,DOLLARS(millions)
2018,H,Accommodation and Food Services,f_50-99,Fixed tangible assets,823,DOLLARS(millions)
2018,H,Accommodation and Food Services,g_100-199,Activity unit,66,COUNT
2018,H,Accommodation and Food Services,g_100-199,Rolling mean employees,9312,COUNT
2018,H,Accommodation and Food Services,g_100-199,Salaries and wages paid,270,DOLLARS(millions)
2018,H,Accommodation and Food Services,g_100-199,"Sales, government funding, grants and subsidies",935,DOLLARS(millions)
2018,H,Accommodation and Food Services,g_100-199,Total income,944,DOLLARS(millions)
2018,H,Accommodation and Food Services,g_100-199,Total expenditure,833,DOLLARS(millions)
2018,H,Accommodation and Food Services,g_100-199,Operating profit before tax,121,DOLLARS(millions)
2018,H,Accommodation and Food Services,g_100-199,Total assets,1233,DOLLARS(millions)
2018,H,Accommodation and Food Services,g_100-199,Fixed tangible assets,715,DOLLARS(millions)
2018,H,Accommodation and Food Services,h_200+,Activity unit,42,COUNT
2018,H,Accommodation and Food Services,h_200+,Rolling mean employees,23619,COUNT
2018,H,Accommodation and Food Services,h_200+,Salaries and wages paid,685,DOLLARS(millions)
2018,H,Accommodation and Food Services,h_200+,"Sales, government funding, grants and subsidies",2453,DOLLARS(millions)
2018,H,Accommodation and Food Services,h_200+,Total income,2495,DOLLARS(millions)
2018,H,Accommodation and Food Services,h_200+,Total expenditure,2166,DOLLARS(millions)
2018,H,Accommodation and Food Services,h_200+,Operating profit before tax,311,DOLLARS(millions)
2018,H,Accommodation and Food Services,h_200+,Total assets,3451,DOLLARS(millions)
2018,H,Accommodation and Food Services,h_200+,Fixed tangible assets,1962,DOLLARS(millions)
2018,H,Accommodation and Food Services,i_Industry_Total,Activity unit,21915,COUNT
2018,H,Accommodation and Food Services,i_Industry_Total,Rolling mean employees,159540,COUNT
2018,H,Accommodation and Food Services,i_Industry_Total,Salaries and wages paid,4447,DOLLARS(millions)
2018,H,Accommodation and Food Services,i_Industry_Total,"Sales, government funding, grants and subsidies",15027,DOLLARS(millions)
2018,H,Accommodation and Food Services,i_Industry_Total,Total income,15269,DOLLARS(millions)
2018,H,Accommodation and Food Services,i_Industry_Total,Total expenditure,14171,DOLLARS(millions)
2018,H,Accommodation and Food Services,i_Industry_Total,Operating profit before tax,1024,DOLLARS(millions)
2018,H,Accommodation and Food Services,i_Industry_Total,Total assets,16534,DOLLARS(millions)
2018,H,Accommodation and Food Services,i_Industry_Total,Fixed tangible assets,9853,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",a_0,Activity unit,10161,COUNT
2018,I,"Transport, Postal and Warehousing",a_0,Rolling mean employees,0,COUNT
2018,I,"Transport, Postal and Warehousing",a_0,Salaries and wages paid,165,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",a_0,"Sales, government funding, grants and subsidies",1752,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",a_0,Total income,1780,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",a_0,Total expenditure,1456,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",a_0,Operating profit before tax,305,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",a_0,Total assets,6710,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",a_0,Fixed tangible assets,5196,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",b_1-5,Activity unit,4119,COUNT
2018,I,"Transport, Postal and Warehousing",b_1-5,Rolling mean employees,7941,COUNT
2018,I,"Transport, Postal and Warehousing",b_1-5,Salaries and wages paid,433,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",b_1-5,"Sales, government funding, grants and subsidies",1761,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",b_1-5,Total income,1806,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",b_1-5,Total expenditure,1615,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",b_1-5,Operating profit before tax,186,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",b_1-5,Total assets,2200,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",b_1-5,Fixed tangible assets,1189,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",c_6-9,Activity unit,636,COUNT
2018,I,"Transport, Postal and Warehousing",c_6-9,Rolling mean employees,4521,COUNT
2018,I,"Transport, Postal and Warehousing",c_6-9,Salaries and wages paid,208,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",c_6-9,"Sales, government funding, grants and subsidies",834,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",c_6-9,Total income,870,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",c_6-9,Total expenditure,772,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",c_6-9,Operating profit before tax,97,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",c_6-9,Total assets,887,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",c_6-9,Fixed tangible assets,397,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",d_10-19,Activity unit,564,COUNT
2018,I,"Transport, Postal and Warehousing",d_10-19,Rolling mean employees,7395,COUNT
2018,I,"Transport, Postal and Warehousing",d_10-19,Salaries and wages paid,389,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",d_10-19,"Sales, government funding, grants and subsidies",1632,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",d_10-19,Total income,1675,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",d_10-19,Total expenditure,1511,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",d_10-19,Operating profit before tax,149,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",d_10-19,Total assets,1549,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",d_10-19,Fixed tangible assets,824,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",e_20-49,Activity unit,351,COUNT
2018,I,"Transport, Postal and Warehousing",e_20-49,Rolling mean employees,10440,COUNT
2018,I,"Transport, Postal and Warehousing",e_20-49,Salaries and wages paid,610,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",e_20-49,"Sales, government funding, grants and subsidies",2157,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",e_20-49,Total income,2181,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",e_20-49,Total expenditure,2022,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",e_20-49,Operating profit before tax,167,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",e_20-49,Total assets,2479,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",e_20-49,Fixed tangible assets,1469,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",f_50-99,Activity unit,147,COUNT
2018,I,"Transport, Postal and Warehousing",f_50-99,Rolling mean employees,9885,COUNT
2018,I,"Transport, Postal and Warehousing",f_50-99,Salaries and wages paid,606,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",f_50-99,"Sales, government funding, grants and subsidies",2066,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",f_50-99,Total income,2118,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",f_50-99,Total expenditure,1911,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",f_50-99,Operating profit before tax,186,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",f_50-99,Total assets,2181,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",f_50-99,Fixed tangible assets,1260,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",g_100-199,Activity unit,60,COUNT
2018,I,"Transport, Postal and Warehousing",g_100-199,Rolling mean employees,8364,COUNT
2018,I,"Transport, Postal and Warehousing",g_100-199,Salaries and wages paid,533,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",g_100-199,"Sales, government funding, grants and subsidies",1887,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",g_100-199,Total income,1935,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",g_100-199,Total expenditure,1793,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",g_100-199,Operating profit before tax,169,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",g_100-199,Total assets,2741,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",g_100-199,Fixed tangible assets,1962,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",h_200+,Activity unit,72,COUNT
2018,I,"Transport, Postal and Warehousing",h_200+,Rolling mean employees,45723,COUNT
2018,I,"Transport, Postal and Warehousing",h_200+,Salaries and wages paid,3447,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",h_200+,"Sales, government funding, grants and subsidies",13592,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",h_200+,Total income,14191,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",h_200+,Total expenditure,12309,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",h_200+,Operating profit before tax,1744,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",h_200+,Total assets,26792,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",h_200+,Fixed tangible assets,17895,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",i_Industry_Total,Activity unit,16104,COUNT
2018,I,"Transport, Postal and Warehousing",i_Industry_Total,Rolling mean employees,94275,COUNT
2018,I,"Transport, Postal and Warehousing",i_Industry_Total,Salaries and wages paid,6391,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",i_Industry_Total,"Sales, government funding, grants and subsidies",25681,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",i_Industry_Total,Total income,26556,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",i_Industry_Total,Total expenditure,23390,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",i_Industry_Total,Operating profit before tax,3003,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",i_Industry_Total,Total assets,45540,DOLLARS(millions)
2018,I,"Transport, Postal and Warehousing",i_Industry_Total,Fixed tangible assets,30193,DOLLARS(millions)
2018,J,Information Media and Telecommunications,a_0,Activity unit,4164,COUNT
2018,J,Information Media and Telecommunications,a_0,Rolling mean employees,0,COUNT
2018,J,Information Media and Telecommunications,a_0,Salaries and wages paid,119,DOLLARS(millions)
2018,J,Information Media and Telecommunications,a_0,"Sales, government funding, grants and subsidies",C,DOLLARS(millions)
2018,J,Information Media and Telecommunications,a_0,Total income,911,DOLLARS(millions)
2018,J,Information Media and Telecommunications,a_0,Total expenditure,811,DOLLARS(millions)
2018,J,Information Media and Telecommunications,a_0,Operating profit before tax,143,DOLLARS(millions)
2018,J,Information Media and Telecommunications,a_0,Total assets,941,DOLLARS(millions)
2018,J,Information Media and Telecommunications,a_0,Fixed tangible assets,269,DOLLARS(millions)
2018,J,Information Media and Telecommunications,b_1-5,Activity unit,1188,COUNT
2018,J,Information Media and Telecommunications,b_1-5,Rolling mean employees,2130,COUNT
2018,J,Information Media and Telecommunications,b_1-5,Salaries and wages paid,143,DOLLARS(millions)
2018,J,Information Media and Telecommunications,b_1-5,"Sales, government funding, grants and subsidies",704,DOLLARS(millions)
2018,J,Information Media and Telecommunications,b_1-5,Total income,729,DOLLARS(millions)
2018,J,Information Media and Telecommunications,b_1-5,Total expenditure,762,DOLLARS(millions)
2018,J,Information Media and Telecommunications,b_1-5,Operating profit before tax,26,DOLLARS(millions)
